Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,implied_base_sales,cost,capped_sales,capped_profit,profit_delta
Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,27.396,9,0.8,-42.4638,136.98000000000005,69.8598,109.58400000000005,39.72420000000004,82.18800000000005
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,42.616,7,0.8,-68.1856,213.08000000000004,110.8016,170.46400000000006,59.66240000000006,127.84800000000006
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,44.848,8,0.8,-67.272,224.24000000000004,112.12,179.39200000000005,67.27200000000005,134.54400000000004
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,104.58,9,0.8,-172.557,522.9000000000001,277.137,418.3200000000001,141.1830000000001,313.7400000000001
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,762.594,3,0.8,-1143.891,3812.970000000001,1906.4850000000001,3050.376000000001,1143.891000000001,2287.782000000001
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,1889.99,5,0.8,-2929.4845,9449.950000000003,4819.4745,7559.960000000003,2740.4855000000025,5669.970000000003
Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Machines,209.986,2,0.3,8.9994,299.98,200.98659999999998,239.98400000000004,38.997400000000056,29.998000000000054
First Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Machines,574.91,2,0.3,156.047,821.3,418.86299999999994,657.04,238.17700000000002,82.13000000000002
Second Class,Home Office,United States,Chicago,Illinois,60623,Central,Technology,Machines,1007.979,3,0.3,43.1991,1439.9700000000003,964.7799,1151.9760000000003,187.19610000000034,143.99700000000036
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Technology,Machines,1362.9,3,0.3,-19.47,1947.0000000000002,1382.3700000000001,1557.6000000000004,175.23000000000025,194.70000000000024
Standard Class,Home Office,United States,Danville,Illinois,61832,Central,Office Supplies,Binders,43.372,7,0.8,-69.3952,216.86000000000004,112.7672,173.48800000000006,60.720800000000054,130.11600000000004
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,37.296,2,0.3,-1.0656,53.28,38.3616,42.624,4.2623999999999995,5.327999999999999
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,191.079,3,0.3,-38.2158,272.97,229.2948,218.37600000000003,-10.918799999999976,27.297000000000025
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,600.558,3,0.3,-8.5794,857.94,609.1374,686.3520000000001,77.21460000000013,85.79400000000012
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,747.558,3,0.3,-96.1146,1067.94,843.6726,854.3520000000001,10.6794000000001,106.7940000000001
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Furnishings,7.692,1,0.6,-3.6537,19.23,11.3457,15.384,4.0383,7.692
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Furnishings,32.064,3,0.6,-12.8256,80.16,44.8896,64.128,19.2384,32.064
First Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Furnishings,61.544,7,0.6,-40.0036,153.85999999999999,101.54759999999999,123.088,21.540400000000005,61.544000000000004
Standard Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Binders,182.994,3,0.8,-320.2395,914.9700000000003,503.23350000000005,731.9760000000002,228.74250000000018,548.9820000000002
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Bookcases,424.116,6,0.3,-30.294,605.88,454.40999999999997,484.704,30.29400000000004,60.58800000000004
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Furnishings,8.544,2,0.6,-7.476,21.36,16.02,17.088,1.0680000000000014,8.544
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Furniture,Tables,292.1,4,0.5,-175.26,584.2,467.36,467.36000000000007,5.684341886080802e-14,175.26000000000005
First Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Office Supplies,Binders,2.892,3,0.8,-4.9164,14.460000000000003,7.808400000000001,11.568000000000003,3.7596000000000025,8.676000000000002
Standard Class,Home Office,United States,Elmhurst,Illinois,60126,Central,Furniture,Chairs,634.116,6,0.3,-172.1172,905.88,806.2332,724.7040000000001,-81.52919999999995,90.58800000000005
Second Class,Consumer,United States,Evanston,Illinois,60201,Central,Furniture,Chairs,258.279,3,0.3,-70.1043,368.97,328.38329999999996,295.17600000000004,-33.20729999999992,36.89700000000008
Standard Class,Consumer,United States,Frankfort,Illinois,60423,Central,Office Supplies,Appliances,20.768,8,0.8,-52.9584,103.84000000000003,73.7264,83.07200000000003,9.345600000000033,62.30400000000003
First Class,Consumer,United States,Freeport,Illinois,61032,Central,Furniture,Furnishings,10.476,3,0.6,-6.8094,26.19,17.285400000000003,20.952,3.666599999999999,10.475999999999999
First Class,Consumer,United States,Freeport,Illinois,61032,Central,Office Supplies,Binders,96.784,4,0.8,-145.176,483.92000000000013,241.95999999999998,387.13600000000014,145.17600000000016,290.35200000000015
Standard Class,Consumer,United States,Highland Park,Illinois,60035,Central,Furniture,Bookcases,384.944,4,0.3,-126.4816,549.9200000000001,511.42560000000003,439.9360000000001,-71.48959999999994,54.99200000000006
Standard Class,Consumer,United States,Highland Park,Illinois,60035,Central,Furniture,Bookcases,913.43,5,0.3,-52.196,1304.9,965.626,1043.92,78.2940000000001,130.4900000000001
Standard Class,Corporate,United States,Highland Park,Illinois,60035,Central,Furniture,Chairs,539.658,3,0.3,-7.7094,770.94,547.3674,616.7520000000001,69.38460000000009,77.0940000000001
Standard Class,Consumer,United States,Highland Park,Illinois,60035,Central,Office Supplies,Binders,2.88,5,0.8,-4.464,14.400000000000002,7.344,11.520000000000003,4.176000000000003,8.640000000000004
Standard Class,Home Office,United States,Highland Park,Illinois,60035,Central,Office Supplies,Binders,3.136,2,0.8,-4.704,15.680000000000003,7.84,12.544000000000004,4.704000000000004,9.408000000000005
Second Class,Consumer,United States,Naperville,Illinois,60540,Central,Furniture,Chairs,602.651,7,0.3,-163.5767,860.93,766.2276999999999,688.744,-77.48369999999989,86.0930000000001
Standard Class,Consumer,United States,Naperville,Illinois,60540,Central,Office Supplies,Binders,2.808,3,0.8,-4.4928,14.040000000000003,7.3008,11.232000000000003,3.931200000000003,8.424000000000003
Standard Class,Home Office,United States,Naperville,Illinois,60540,Central,Office Supplies,Binders,3.54,2,0.8,-5.487,17.700000000000003,9.027000000000001,14.160000000000004,5.133000000000003,10.620000000000003
Second Class,Consumer,United States,Naperville,Illinois,60540,Central,Office Supplies,Binders,7.656,6,0.8,-13.0152,38.28000000000001,20.6712,30.62400000000001,9.95280000000001,22.96800000000001
Standard Class,Home Office,United States,Normal,Illinois,61761,Central,Furniture,Chairs,366.744,4,0.3,-110.0232,523.9200000000001,476.7672,419.1360000000001,-57.63119999999992,52.39200000000008
Standard Class,Consumer,United States,Oswego,Illinois,60543,Central,Office Supplies,Binders,3.828,3,0.8,-6.5076,19.140000000000004,10.3356,15.312000000000005,4.976400000000005,11.484000000000005
Standard Class,Consumer,United States,Oswego,Illinois,60543,Central,Office Supplies,Binders,304.99,5,0.8,-533.7325,1524.9500000000003,838.7225,1219.9600000000003,381.2375000000003,914.9700000000003
Standard Class,Home Office,United States,Park Ridge,Illinois,60068,Central,Furniture,Furnishings,254.744,7,0.6,-312.0614,636.86,566.8054,509.48800000000006,-57.31739999999991,254.74400000000009
First Class,Home Office,United States,Peoria,Illinois,61604,Central,Furniture,Bookcases,359.058,3,0.3,-35.9058,512.94,394.9638,410.3520000000001,15.388200000000097,51.294000000000096
Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Furniture,Chairs,113.372,2,0.3,-3.2392,161.96,116.6112,129.568,12.956800000000015,16.196000000000016
Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Furniture,Furnishings,2.96,2,0.6,-1.406,7.3999999999999995,4.366,5.92,1.5540000000000003,2.96
Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Furniture,Furnishings,7.968,3,0.6,-2.3904,19.919999999999998,10.3584,15.936,5.5776,7.968
Standard Class,Corporate,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,1.68,5,0.8,-2.688,8.400000000000002,4.368,6.720000000000002,2.352000000000002,5.040000000000003
First Class,Consumer,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,3.98,5,0.8,-6.567,19.900000000000006,10.547,15.920000000000005,5.373000000000005,11.940000000000005
Second Class,Corporate,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,12.462,3,0.8,-20.5623,62.31000000000001,33.0243,49.84800000000001,16.823700000000017,37.38600000000002
First Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,1.964,2,0.8,-3.2406,9.820000000000002,5.2046,7.856000000000002,2.6514000000000015,5.892000000000001
Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,2.992,4,0.8,-4.488,14.960000000000003,7.48,11.968000000000004,4.488000000000003,8.976000000000003
First Class,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,3.24,9,0.8,-5.184,16.200000000000006,8.424,12.960000000000006,4.536000000000007,9.720000000000006
Standard Class,Home Office,United States,Rockford,Illinois,61107,Central,Furniture,Chairs,254.604,14,0.3,-18.186,363.72,272.79,290.97600000000006,18.186000000000035,36.372000000000035
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Furniture,Tables,626.1,3,0.5,-538.446,1252.2,1164.546,1001.7600000000001,-162.78599999999994,375.6600000000001
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,1.728,3,0.8,-2.6784,8.640000000000002,4.4064,6.912000000000003,2.505600000000003,5.184000000000003
Standard Class,Home Office,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,11.416,4,0.8,-18.8364,57.08000000000001,30.2524,45.664000000000016,15.411600000000014,34.24800000000002
Second Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,13.84,4,0.8,-22.144,69.20000000000002,35.983999999999995,55.360000000000014,19.37600000000002,41.52000000000002
First Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,33.568,8,0.8,-53.7088,167.84000000000003,87.2768,134.27200000000002,46.995200000000025,100.70400000000002
First Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,442.372,7,0.8,-729.9138,2211.8600000000006,1172.2858,1769.4880000000005,597.2022000000004,1327.1160000000004
Second Class,Consumer,United States,Romeoville,Illinois,60441,Central,Office Supplies,Binders,8.952,2,0.8,-14.7708,44.76000000000001,23.7228,35.808000000000014,12.085200000000015,26.856000000000016
Standard Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Furniture,Furnishings,8.736,3,0.6,-4.8048,21.84,13.5408,17.472,3.9312000000000005,8.736
Second Class,Consumer,United States,Saint Charles,Illinois,60174,Central,Furniture,Furnishings,30.344,2,0.6,-31.8612,75.86,62.205200000000005,60.688,-1.5172000000000025,30.343999999999998
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Furniture,Furnishings,51.756,3,0.6,-33.6414,129.39,85.3974,103.512,18.114599999999996,51.75599999999999
Second Class,Home Office,United States,Saint Charles,Illinois,60174,Central,Technology,Machines,600.53,2,0.3,137.264,857.9,463.26599999999996,686.32,223.0540000000001,85.79000000000008
Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Furniture,Furnishings,32.952,6,0.6,-19.7712,82.38,52.7232,65.904,13.180799999999998,32.952
Same Day,Consumer,United States,Skokie,Illinois,60076,Central,Furniture,Furnishings,56.328,3,0.6,-26.7558,140.82,83.0838,112.656,29.57220000000001,56.32800000000001
Same Day,Consumer,United States,Skokie,Illinois,60076,Central,Furniture,Furnishings,266.352,6,0.6,-292.9872,665.8799999999999,559.3391999999999,532.704,-26.63519999999994,266.35200000000003
First Class,Corporate,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,2.304,4,0.8,-3.5712,11.520000000000001,5.8751999999999995,9.216000000000001,3.3408000000000015,6.912000000000002
First Class,Corporate,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,9.36,4,0.8,-16.38,46.800000000000004,25.74,37.440000000000005,11.700000000000006,28.080000000000005
Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,12.176,4,0.8,-18.8728,60.88000000000002,31.0488,48.704000000000015,17.655200000000015,36.52800000000002
First Class,Corporate,United States,Tinley Park,Illinois,60477,Central,Furniture,Furnishings,22.288,7,0.6,-8.9152,55.72,31.203200000000002,44.576,13.372799999999998,22.287999999999997
Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Furniture,Furnishings,14.136,2,0.6,-7.7748,35.339999999999996,21.9108,28.272,6.3612,14.136
Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Furniture,Tables,601.47,3,0.5,-300.735,1202.94,902.205,962.3520000000001,60.14700000000005,360.88200000000006
Standard Class,Corporate,United States,Woodstock,Illinois,60098,Central,Furniture,Chairs,845.488,8,0.3,-12.0784,1207.8400000000001,857.5664,966.2720000000002,108.70560000000012,120.78400000000012
Standard Class,Consumer,United States,Woodstock,Illinois,60098,Central,Office Supplies,Binders,8.85,5,0.8,-13.7175,44.25000000000001,22.5675,35.400000000000006,12.832500000000007,26.550000000000004
First Class,Consumer,United States,Abilene,Texas,79605,Central,Office Supplies,Appliances,1.392,2,0.8,-3.7584,6.960000000000001,5.150399999999999,5.568000000000001,0.41760000000000197,4.176000000000002
Standard Class,Consumer,United States,Allen,Texas,75002,Central,Furniture,Tables,244.006,2,0.3,-31.3722,348.58000000000004,275.3782,278.86400000000003,3.48580000000004,34.85800000000004
First Class,Consumer,United States,Allen,Texas,75002,Central,Office Supplies,Binders,8.784,4,0.8,-13.6152,43.920000000000016,22.3992,35.13600000000002,12.736800000000017,26.352000000000018
Standard Class,Corporate,United States,Amarillo,Texas,79109,Central,Furniture,Bookcases,205.3328,2,0.32,-36.2352,301.96000000000004,241.56799999999998,241.56800000000004,5.684341886080802e-14,36.235200000000056
Standard Class,Consumer,United States,Amarillo,Texas,79109,Central,Furniture,Chairs,366.744,4,0.3,-110.0232,523.9200000000001,476.7672,419.1360000000001,-57.63119999999992,52.39200000000008
Same Day,Consumer,United States,Amarillo,Texas,79109,Central,Furniture,Chairs,2453.43,5,0.3,-350.49,3504.9,2803.92,2803.92,0.0,350.49
Standard Class,Consumer,United States,Amarillo,Texas,79109,Central,Furniture,Furnishings,23.076,3,0.6,-10.9611,57.69,34.0371,46.152,12.114899999999999,23.076
First Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Chairs,213.43,5,0.3,-39.637,304.90000000000003,253.067,243.92000000000004,-9.146999999999963,30.490000000000038
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Furnishings,6.096,3,0.6,-3.9624,15.24,10.0584,12.192,2.1335999999999995,6.096
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Furnishings,12.544,7,0.6,-9.0944,31.36,21.6384,25.088,3.4496,12.544
First Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Furnishings,21.184,2,0.6,-11.6512,52.96,32.8352,42.368,9.532800000000002,21.184
Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Furniture,Tables,918.785,5,0.3,-118.1295,1312.55,1036.9144999999999,1050.04,13.125500000000102,131.2550000000001
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Tables,1218.735,5,0.3,-121.8735,1741.05,1340.6084999999998,1392.8400000000001,52.231500000000324,174.10500000000033
First Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Appliances,33.62,5,0.8,-90.774,168.10000000000002,124.394,134.48000000000002,10.086000000000013,100.86000000000001
Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Binders,1.344,4,0.8,-2.1504,6.7200000000000015,3.4943999999999997,5.376000000000001,1.8816000000000015,4.032000000000002
